"lwage","educ","exper","expersq","black","south","smsa","nearc4","nearc2"
6.07073783874512,14,8,64,0,0,1,1,1
6.28785848617554,15,7,49,0,0,1,1,1
6.44094657897949,12,7,49,0,0,1,1,1
6.17586708068848,8,17,289,0,0,1,1,1
6.30078601837158,12,8,64,0,0,1,1,1
6.35610771179199,12,7,49,0,0,1,1,1
6.55108022689819,16,3,9,0,0,1,1,1
6.66949796676636,16,6,36,0,0,1,1,1
6.91968393325806,17,4,16,0,0,1,1,1
6.63068342208862,12,6,36,0,0,1,1,1
6.39859485626221,14,9,81,0,0,1,1,1
5.64544677734375,12,6,36,0,0,1,1,1
5.52146100997925,12,6,36,0,0,1,1,1
6.21460819244385,12,8,64,0,0,1,1,1
6.30991840362549,11,14,196,0,0,1,1,1
7.04141187667847,12,7,49,0,0,1,1,1
6.69703435897827,18,7,49,0,1,1,1,1
5.74620342254639,12,10,100,1,0,1,1,1
6.59441328048706,18,1,1,0,0,1,1,1
6.43775177001953,16,3,9,0,0,1,1,1
6.37672710418701,14,4,16,0,0,1,1,1
5.92692613601685,14,6,36,0,0,1,1,1
6.70563888549805,16,7,49,0,1,1,1,1
6.76272964477539,14,10,100,0,0,1,1,1
5.85793304443359,15,7,49,0,1,1,1,1
5.30826759338379,13,5,25,0,1,1,1,1
6.22455835342407,13,13,169,0,1,1,1,1
6.70441436767578,17,7,49,0,0,1,1,1
6.43775177001953,18,2,4,0,0,1,1,1
6.64509105682373,18,8,64,0,0,1,1,1
6.21460819244385,17,4,16,0,0,1,1,1
6.42810535430908,17,4,16,0,0,1,1,1
6.47697257995605,12,12,144,0,0,1,1,1
6.64509105682373,18,4,16,0,0,1,1,0
6.2383246421814,12,8,64,0,0,1,1,0
6.43775177001953,18,7,49,0,0,1,1,0
7.01301574707031,14,11,121,0,0,1,1,0
6.5806393623352,13,9,81,0,0,1,1,0
7.05098962783813,14,12,144,0,0,1,1,0
6.71780490875244,18,10,100,0,0,0,1,0
6.82762908935547,16,12,144,0,0,1,1,0
6.98100566864014,17,5,25,0,0,1,1,0
6.43775177001953,12,15,225,0,0,1,1,0
6.13122653961182,13,8,64,0,0,1,1,0
6.80239486694336,14,4,16,1,0,1,1,0
6.52502965927124,18,5,25,0,0,1,1,0
6.01859331130981,12,6,36,0,0,1,1,0
6.43775177001953,13,8,64,0,0,1,1,0
6.91274261474609,18,8,64,0,0,1,1,0
6.58617162704468,11,7,49,0,0,1,1,0
6.62007331848145,15,6,36,0,0,1,1,0
6.27098846435547,14,9,81,0,0,1,1,0
6.87935590744019,17,6,36,0,0,1,1,0
6.15697908401489,12,8,64,0,0,0,1,0
5.78382539749146,12,6,36,0,0,1,1,0
6.77422380447388,12,16,256,0,0,1,1,0
6.43775177001953,13,15,225,0,0,1,1,0
5.8200831413269,12,8,64,0,0,1,1,0
6.17586708068848,16,5,25,0,0,1,1,0
6.47697257995605,9,14,196,0,0,1,1,0
5.94803476333618,16,3,9,0,0,1,1,0
6.86901426315308,18,6,36,0,0,1,1,0
6.42162227630615,16,7,49,0,0,0,1,0
6.55393362045288,14,8,64,0,0,1,1,0
6.45362520217896,14,11,121,0,0,1,1,0
5.29831743240356,12,10,100,0,0,1,1,0
6.70563888549805,12,9,81,0,0,1,1,0
6.35784244537354,14,6,36,0,0,1,1,0
6.1441855430603,17,3,9,0,0,1,1,0
6.82871198654175,16,7,49,0,0,1,1,0
6.67582321166992,16,9,81,0,1,1,1,0
6.45362520217896,14,8,64,0,0,1,1,0
6.34563636779785,12,7,49,0,0,1,1,0
6.55819797515869,16,7,49,0,0,1,1,0
6.45362520217896,14,8,64,0,0,1,1,0
6.54247188568115,12,12,144,0,0,1,1,0
6.42162227630615,13,15,225,0,0,1,1,0
6.13556480407715,16,4,16,0,0,1,1,0
6.76272964477539,12,16,256,0,0,1,1,0
6.60258769989014,18,9,81,0,1,1,1,0
7.24422740936279,12,7,49,0,0,1,1,0
6.69456195831299,12,13,169,0,0,1,1,0
6.4831075668335,16,4,16,0,0,1,1,0
5.70378255844116,12,7,49,0,0,1,1,0
6.35784244537354,16,8,64,0,0,1,1,0
5.57973003387451,16,2,4,0,0,1,1,0
6.38687944412231,18,7,49,0,0,0,1,0
5.78382539749146,17,3,9,0,0,1,1,0
5.95324325561523,16,2,4,0,0,0,1,0
6.90775537490845,18,1,1,0,0,1,1,0
6.1420373916626,18,4,16,0,0,1,1,0
6.0867748260498,16,6,36,0,0,1,1,0
6.43775177001953,16,5,25,0,0,1,1,0
5.65248918533325,17,4,16,0,0,1,1,0
6.47697257995605,14,7,49,0,0,1,1,0
6.69456195831299,13,6,36,0,0,1,1,0
6.21460819244385,12,6,36,0,0,1,1,0
6.7226300239563,16,4,16,0,0,1,1,0
6.21460819244385,12,13,169,0,0,1,1,0
6.54102993011475,17,9,81,0,0,1,1,0
7.00306558609009,12,9,81,0,0,1,1,0
6.63725805282593,12,7,49,0,0,1,1,0
6.67834234237671,12,9,81,0,0,1,1,1
5.80814266204834,16,3,9,0,0,1,1,1
6.0137152671814,18,6,36,0,0,1,1,1
6.76272964477539,16,5,25,0,0,1,1,1
6.78897190093994,12,13,169,0,0,1,1,1
6.51174545288086,12,16,256,0,0,1,1,1
6.55108022689819,12,15,225,0,0,0,1,1
5.52146100997925,18,9,81,0,1,1,1,1
6.43775177001953,11,10,100,0,0,1,1,1
6.03308629989624,13,12,144,0,0,1,1,1
6.35610771179199,13,9,81,0,0,1,1,1
6.41836500167847,12,8,64,1,0,1,1,1
6.55108022689819,12,13,169,0,0,1,1,1
6.10924768447876,12,6,36,0,0,1,1,1
6.21460819244385,16,6,36,0,0,1,1,1
6.24222326278687,12,7,49,0,0,0,1,1
5.52146100997925,16,3,9,0,0,1,1,1
5.75257253646851,12,6,36,0,0,0,1,1
5.92692613601685,12,11,121,0,0,1,1,1
6.12468338012695,15,13,169,0,0,0,1,1
5.61677122116089,12,9,81,1,0,1,1,1
6.85751390457153,12,10,100,0,0,1,1,1
7.01660966873169,16,10,100,0,0,1,1,1
5.66642665863037,16,3,9,0,0,0,1,1
6.21460819244385,16,3,9,0,0,1,1,1
6.58755016326904,18,8,64,0,0,1,1,1
7.14282751083374,18,5,25,0,0,1,1,1
6.41836500167847,17,3,9,1,0,1,1,1
6.30078601837158,12,10,100,0,0,1,1,0
5.62762117385864,13,9,81,0,0,1,1,0
7.2737865447998,18,10,100,0,0,1,1,0
6.90274286270142,16,5,25,0,0,1,1,0
6.55108022689819,12,11,121,0,0,1,1,0
6.35784244537354,16,6,36,0,0,1,1,0
6.75460386276245,16,9,81,0,0,1,1,0
6.53087759017944,12,10,100,0,0,1,1,0
6.72383260726929,15,10,100,0,0,1,1,0
6.45047044754028,13,14,196,0,0,1,1,1
6.53524112701416,12,14,196,0,0,1,1,1
6.64509105682373,14,10,100,0,0,1,1,1
5.95324325561523,15,6,36,0,0,1,1,1
6.10924768447876,12,6,36,0,0,1,1,1
6.42162227630615,12,9,81,0,0,1,1,1
6.52502965927124,12,16,256,0,0,1,1,1
6.5072774887085,10,16,256,0,0,1,1,1
6.68461179733276,11,16,256,0,0,1,1,1
6.22455835342407,14,14,196,0,0,1,1,1
6.93342304229736,18,6,36,0,0,1,1,1
6.64509105682373,15,4,16,0,0,1,1,1
5.6698808670044,10,16,256,0,1,1,1,1
6.27098846435547,13,9,81,0,0,1,1,1
7.05098962783813,16,7,49,0,0,1,1,1
6.30809831619263,10,13,169,0,0,1,1,1
6.16331481933594,12,8,64,0,0,1,1,1
6.10924768447876,12,8,64,0,0,1,1,1
6.77422380447388,17,4,16,0,0,1,1,1
5.29831743240356,15,4,16,0,0,1,1,1
5.70378255844116,13,7,49,0,0,0,1,1
6.13556480407715,16,3,9,0,0,0,1,1
5.95324325561523,12,12,144,0,0,1,1,1
7.15617656707764,15,11,121,0,0,1,1,1
6.37672710418701,16,3,9,0,0,1,1,1
6.39692974090576,12,9,81,0,0,1,1,1
6.21460819244385,16,8,64,0,0,1,1,1
6.0867748260498,12,15,225,1,0,1,1,1
6.14632940292358,18,2,4,0,1,1,1,0
6.83410882949829,17,6,36,0,0,1,1,0
6.32076835632324,16,5,25,0,0,1,1,0
6.08221912384033,13,5,25,0,0,1,1,0
6.39692974090576,12,11,121,1,0,1,1,0
6.3543701171875,12,8,64,1,0,1,1,0
5.96357917785645,12,8,64,1,0,1,1,0
6.67834234237671,12,16,256,0,0,0,1,0
6.1548581123352,18,3,9,0,0,1,1,0
5.30826759338379,17,3,9,0,0,1,1,0
5.29831743240356,17,1,1,0,0,1,1,0
5.85793304443359,17,1,1,0,0,1,1,0
5.92692613601685,14,4,16,0,0,0,1,0
6.17586708068848,16,3,9,0,0,1,1,0
6.86901426315308,18,7,49,0,0,1,1,0
6.04737234115601,15,6,36,0,0,1,1,0
6.21460819244385,15,6,36,0,0,1,1,0
6.10924768447876,9,15,225,0,0,1,1,0
6.16541767120361,8,14,196,0,0,1,1,0
4.91265487670898,12,6,36,0,0,1,1,0
6.3543701171875,12,14,196,0,0,1,1,0
6.35784244537354,12,15,225,0,0,1,1,0
5.736572265625,12,13,169,0,0,1,1,0
6.55108022689819,9,15,225,0,0,1,1,0
7.1869010925293,14,12,144,0,0,1,1,0
6.31173467636108,10,18,324,0,0,1,1,0
6.78105783462524,17,7,49,0,0,1,1,0
6.63331842422485,12,7,49,0,0,1,1,0
6.56244421005249,12,14,196,0,0,1,1,0
6.05208921432495,12,8,64,0,0,1,1,0
6.05678415298462,12,8,64,0,0,1,1,0
6.35610771179199,16,2,4,0,0,1,1,0
5.99146461486816,9,17,289,0,0,1,1,0
6.21460819244385,12,13,169,0,0,0,1,0
6.27476215362549,12,10,100,0,0,0,1,0
6.51174545288086,16,6,36,0,0,1,1,0
6.35784244537354,16,5,25,0,1,1,1,0
5.78382539749146,16,2,4,0,0,1,1,0
6.21460819244385,11,12,144,0,0,0,1,0
6.64639043807983,12,7,49,0,0,0,1,0
6.21460819244385,12,8,64,0,0,1,1,0
5.96870756149292,16,6,36,0,0,1,1,0
6.69703435897827,12,16,256,0,0,1,1,0
6.29710912704468,9,19,361,1,0,0,1,1
6.38519430160522,9,19,361,1,0,0,1,1
6.76157283782959,17,2,4,0,0,1,1,1
6.55108022689819,10,12,144,1,0,0,1,1
6.23441076278687,12,7,49,0,0,0,1,1
6.42162227630615,13,15,225,0,0,1,1,1
6.63463354110718,14,9,81,0,0,1,1,1
6.2005090713501,10,15,225,0,0,1,1,1
6.09807443618774,16,2,4,0,0,1,1,1
6.05208921432495,12,7,49,0,0,1,1,1
6.62007331848145,16,2,4,0,0,1,1,1
6.55108022689819,16,2,4,0,0,1,1,1
6.08221912384033,12,6,36,0,0,1,1,1
6.41017484664917,12,11,121,0,0,1,1,1
6.10924768447876,13,5,25,0,0,1,1,1
5.74620342254639,3,17,289,0,0,1,1,1
5.52146100997925,7,20,400,1,0,1,1,1
6.21460819244385,14,13,169,0,0,1,1,1
5.89989757537842,12,8,64,0,0,1,0,0
6.70073127746582,12,8,64,0,0,1,0,0
5.7868971824646,12,7,49,0,0,0,0,0
6.2614917755127,12,11,121,0,0,0,0,0
6.70318794250488,13,9,81,0,0,1,0,0
6.62007331848145,12,10,100,0,0,1,0,0
6.26339817047119,17,1,1,0,0,1,0,0
7.02553844451904,12,14,196,0,0,1,0,0
6.43775177001953,12,10,100,0,0,1,0,0
6.57228231430054,14,5,25,0,0,1,0,0
6.38181591033936,12,13,169,0,0,0,0,0
6.00141477584839,17,4,16,0,0,1,0,0
6.51471281051636,12,10,100,0,0,1,1,0
6.09582471847534,12,7,49,0,0,1,1,0
6.19031524658203,12,6,36,0,0,1,1,0
6.54391193389893,9,19,361,0,0,1,1,0
6.55108022689819,12,7,49,0,1,1,1,0
5.78382539749146,12,6,36,0,1,1,1,0
6.32076835632324,9,10,100,0,0,1,1,0
5.78382539749146,12,8,64,0,0,1,1,1
6.50428819656372,13,7,49,0,0,1,1,1
7.78488922119141,18,7,49,0,0,1,1,1
6.63068342208862,16,3,9,0,0,1,1,1
6.8936562538147,16,12,144,0,0,1,1,1
6.35784244537354,12,7,49,0,0,1,1,1
5.65599203109741,17,6,36,0,0,0,1,1
5.44241762161255,14,8,64,0,1,1,1,1
6.24027585983276,12,7,49,0,0,1,1,1
6.42162227630615,15,7,49,0,0,1,1,1
6.55108022689819,15,4,16,0,0,1,1,1
6.57088279724121,18,9,81,0,0,1,1,1
6.55250787734985,9,15,225,0,0,1,1,1
6.13556480407715,12,6,36,1,0,1,1,1
6.76619148254395,18,4,16,0,0,1,1,1
6.82110738754272,16,7,49,0,0,0,1,1
6.97073030471802,12,9,81,0,0,1,1,1
5.99146461486816,12,11,121,0,1,1,1,0
6.46146821975708,12,9,81,0,0,1,1,0
5.65248918533325,13,5,25,0,0,1,1,0
6.46302938461304,17,4,16,0,1,1,1,0
5.96357917785645,13,13,169,0,0,1,1,1
6.91770553588867,12,7,49,0,0,1,1,1
6.70563888549805,12,6,36,0,0,0,1,1
6.88243770599365,17,4,16,0,0,1,1,1
6.62007331848145,12,11,121,1,0,1,1,1
6.1377272605896,15,3,9,0,0,0,1,1
7.23489856719971,12,10,100,0,0,1,1,1
6.35784244537354,12,7,49,0,0,1,1,1
5.99396133422852,12,9,81,0,0,1,1,1
5.76832103729248,10,10,100,0,0,1,1,1
6.24222326278687,12,9,81,0,0,1,1,1
5.33753824234009,11,8,64,0,0,1,1,1
7.08338785171509,17,4,16,0,0,1,1,1
6.43775177001953,14,6,36,0,0,1,1,1
6.17586708068848,17,11,121,0,0,1,1,1
6.57088279724121,13,8,64,0,0,1,1,1
6.43775177001953,11,10,100,0,0,1,1,1
6.31535816192627,12,12,144,0,0,1,1,1
6.36130237579346,12,16,256,0,0,1,1,1
6.73459148406982,18,4,16,0,0,1,1,1
7.56164169311523,18,9,81,0,0,1,1,1
6.69208383560181,16,4,16,0,0,1,1,1
5.84064149856567,12,11,121,1,0,1,1,1
6.86901426315308,12,14,196,0,0,1,1,1
6.39692974090576,12,14,196,0,0,0,1,1
6.72982406616211,18,10,100,0,0,1,1,1
6.43775177001953,16,2,4,0,0,1,1,1
6.33327960968018,16,6,36,0,0,1,1,1
7.25134515762329,16,6,36,0,0,1,1,1
6.17378616333008,12,7,49,0,0,1,1,1
6.39692974090576,12,6,36,0,0,1,1,1
5.70378255844116,9,13,169,0,0,1,1,1
6.22455835342407,9,10,100,0,0,1,1,1
6.03308629989624,14,5,25,1,0,1,1,1
5.70378255844116,12,6,36,1,0,1,1,1
6.76272964477539,18,3,9,0,0,1,1,1
5.70378255844116,16,3,9,0,0,1,1,1
6.5806393623352,12,14,196,0,0,1,1,1
6.7522702217102,12,16,256,0,0,1,1,1
6.60394382476807,10,14,196,0,0,1,1,1
6.96413564682007,17,8,64,1,0,1,1,1
6.27098846435547,12,14,196,1,0,1,1,1
6.34913921356201,11,17,289,0,0,1,1,1
6.69084215164185,12,14,196,0,0,0,1,1
5.99146461486816,10,14,196,0,0,1,1,1
6.86901426315308,18,5,25,0,0,1,1,1
6.70563888549805,18,3,9,0,0,1,1,1
6.60665035247803,13,9,81,0,0,1,1,1
6.5806393623352,18,6,36,0,0,1,1,1
6.81673574447632,18,0,0,0,0,1,1,1
5.93753623962402,17,4,16,0,0,1,1,1
5.85793304443359,14,6,36,0,0,1,1,1
6.54247188568115,11,16,256,0,0,1,1,1
6.92165803909302,12,14,196,0,1,1,1,1
7.03526878356934,18,10,100,0,0,1,1,1
7.44366359710693,18,6,36,0,0,1,1,1
6.27098846435547,12,8,64,0,0,1,1,1
6.51174545288086,17,9,81,1,0,1,1,1
6.91770553588867,17,5,25,0,0,1,1,1
6.7405195236206,18,4,16,0,0,1,1,1
6.56526517868042,11,10,100,0,0,1,1,1
6.70930433273315,16,4,16,0,0,0,1,1
6.10255861282349,12,6,36,0,0,1,1,1
6.21460819244385,15,4,16,0,0,1,1,1
6.9555926322937,16,9,81,0,0,1,1,1
7.09174203872681,18,5,25,0,0,1,1,1
6.53669166564941,12,15,225,0,0,1,1,1
6.47389078140259,16,6,36,0,0,1,1,1
6.77422380447388,13,11,121,0,0,1,1,1
6.30627536773682,17,2,4,0,0,1,1,1
6.39692974090576,7,15,225,0,0,1,1,1
7.7160153388977,15,13,169,0,0,1,1,1
7.2737865447998,12,13,169,0,0,1,1,1
5.76832103729248,12,16,256,1,0,1,1,1
7.14045286178589,18,9,81,0,0,1,1,1
6.39692974090576,12,6,36,0,0,1,1,1
5.70378255844116,11,9,81,1,0,1,1,1
6.28785848617554,16,2,4,0,0,1,1,1
6.61204099655151,12,15,225,0,0,0,1,1
6.7405195236206,12,15,225,0,0,1,1,1
6.70073127746582,16,7,49,0,0,1,1,1
6.90775537490845,12,10,100,0,0,1,1,1
6.32972097396851,16,4,16,0,0,1,1,1
5.65248918533325,18,2,4,0,0,1,1,1
6.07993316650391,16,5,25,0,0,1,1,1
5.78382539749146,13,6,36,0,0,1,1,1
6.36302804946899,16,6,36,0,0,1,1,1
6.37672710418701,16,4,16,1,0,1,1,1
6.68586111068726,18,5,25,0,0,1,1,1
5.74300336837769,14,5,25,0,0,1,1,1
5.52146100997925,12,11,121,1,0,1,1,1
6.21460819244385,15,6,36,1,0,1,1,1
6.62007331848145,12,15,225,1,0,1,1,1
5.83773040771484,13,12,144,0,1,1,1,1
5.52146100997925,15,7,49,0,0,1,1,1
6.55108022689819,16,2,4,0,0,1,1,1
5.99146461486816,12,7,49,0,0,1,1,1
6.31896829605103,17,4,16,0,0,1,1,1
6.5496506690979,15,7,49,0,0,1,1,1
7.56164169311523,14,4,16,0,0,1,1,1
7.10332202911377,18,8,64,0,0,1,1,1
6.42162227630615,16,7,49,0,0,1,1,1
6.61338424682617,14,5,25,0,0,1,1,1
6.12686920166016,16,2,4,0,0,1,1,1
6.47234630584717,18,1,1,0,0,1,1,1
6.61338424682617,12,7,49,0,0,1,1,1
6.70318794250488,16,3,9,0,1,1,1,1
6.76272964477539,16,9,81,0,0,1,1,1
6.29526615142822,12,10,100,0,0,1,1,1
5.89989757537842,13,8,64,0,0,1,1,1
6.03308629989624,10,8,64,0,0,1,1,1
6.48768424987793,16,5,25,0,0,1,1,1
6.27098846435547,15,5,25,0,0,1,1,1
6.74641227722168,17,6,36,0,0,1,1,1
6.49677515029907,12,7,49,0,0,1,1,1
6.27098846435547,16,2,4,0,0,1,1,1
6.7900972366333,18,4,16,0,0,1,1,1
6.76272964477539,17,5,25,0,1,1,1,1
5.44241762161255,18,2,4,0,1,1,1,1
6.68710851669312,12,14,196,0,1,0,1,1
6.27852153778076,13,8,64,0,0,1,1,1
6.65286302566528,15,4,16,1,0,1,1,1
6.16541767120361,14,4,16,1,0,1,1,1
6.76272964477539,16,11,121,0,0,1,1,1
6.92165803909302,16,6,36,0,0,0,1,1
6.46302938461304,18,8,64,0,0,1,1,1
5.80814266204834,16,2,4,0,0,1,1,1
6.32076835632324,11,17,289,1,0,1,1,1
6.26909637451172,18,2,4,0,0,1,1,1
6.45362520217896,12,8,64,0,0,1,1,1
6.21460819244385,11,10,100,1,1,1,1,1
7.05098962783813,16,12,144,1,0,1,1,1
6.75110149383545,18,2,4,0,0,1,1,1
6.1717004776001,12,10,100,0,0,0,1,1
6.70563888549805,18,1,1,0,1,1,1,1
6.53958606719971,18,5,25,0,0,1,1,1
6.89669418334961,16,11,121,0,0,0,1,1
6.10255861282349,16,9,81,0,1,1,1,1
6.90975332260132,18,10,100,0,0,1,1,1
7.12367296218872,18,10,100,0,0,1,1,1
6.8254599571228,14,12,144,0,0,0,1,1
6.34738922119141,12,10,100,0,0,1,1,1
6.26339817047119,12,13,169,0,0,1,1,1
7.05098962783813,12,10,100,0,0,1,1,1
6.17378616333008,12,6,36,1,0,1,1,1
6.73221063613892,11,7,49,0,0,1,1,1
7.24565505981445,14,13,169,0,0,1,1,1
5.99146461486816,13,8,64,1,0,1,1,1
6.56526517868042,12,15,225,0,0,1,1,1
6.45362520217896,14,4,16,0,0,1,1,1
5.96100521087646,13,7,49,0,0,1,1,1
6.53378868103027,12,8,64,0,0,1,1,1
6.4457197189331,12,16,256,0,0,1,1,1
6.95081472396851,15,13,169,0,0,1,1,0
6.35784244537354,12,6,36,0,0,1,1,0
6.21460819244385,12,7,49,0,0,1,1,0
6.6605749130249,12,16,256,0,0,0,1,1
6.35784244537354,13,7,49,0,0,1,1,1
6.26339817047119,13,6,36,0,0,1,1,1
5.95324325561523,17,5,25,0,0,1,1,1
6.43775177001953,12,11,121,0,0,1,1,0
6.43775177001953,16,6,36,0,0,1,1,0
6.16331481933594,13,7,49,0,0,1,1,0
6.49072360992432,14,5,25,0,0,1,1,0
6.05208921432495,16,2,4,0,0,1,1,0
6.2614917755127,14,5,25,0,0,1,1,0
6.43775177001953,12,8,64,0,0,1,0,0
6.91770553588867,16,9,81,0,0,1,0,0
6.39859485626221,12,8,64,0,0,1,0,0
6.69456195831299,12,9,81,0,0,1,0,0
6.05443954467773,12,10,100,0,0,1,0,0
6.96602439880371,12,12,144,0,0,1,0,0
6.02586603164673,12,8,64,0,0,1,0,0
6.19847869873047,12,12,144,0,0,1,0,0
5.78382539749146,12,9,81,0,0,1,0,0
5.61677122116089,12,10,100,0,0,1,0,0
5.67332315444946,12,7,49,0,0,1,0,0
6.59441328048706,18,7,49,0,1,1,0,0
6.19031524658203,14,6,36,0,1,1,0,0
5.8200831413269,14,4,16,0,0,1,0,0
6.58617162704468,12,9,81,0,0,1,0,0
6.0867748260498,13,6,36,0,0,0,0,0
6.46302938461304,16,5,25,0,0,0,0,0
5.92692613601685,12,10,100,0,0,1,0,0
6.17586708068848,12,7,49,0,0,1,0,0
6.82979393005371,14,9,81,0,0,1,0,0
6.24222326278687,12,8,64,0,0,1,0,0
6.97073030471802,12,15,225,0,0,1,0,0
6.45833826065063,12,10,100,0,0,1,0,0
6.60529804229736,12,14,196,0,0,1,0,0
6.2005090713501,12,8,64,0,0,1,0,0
6.47697257995605,10,8,64,0,1,1,0,0
5.73009967803955,7,18,324,0,0,1,0,0
6.44413137435913,16,8,64,0,0,1,0,0
6.0137152671814,13,9,81,0,0,0,0,0
6.39692974090576,18,9,81,0,0,1,0,0
6.61338424682617,12,10,100,0,0,0,0,0
6.43775177001953,17,8,64,0,0,1,0,0
6.30809831619263,12,11,121,0,0,0,0,0
5.7868971824646,15,3,9,0,0,0,0,0
5.55295944213867,9,11,121,0,0,0,0,0
6.77422380447388,12,8,64,0,0,1,1,0
6.45990467071533,12,7,49,0,0,0,1,0
6.50278997421265,11,16,256,0,0,0,1,0
6.22257614135742,14,9,81,0,1,1,1,0
5.74620342254639,17,2,4,0,1,1,1,0
6.91770553588867,18,3,9,0,1,1,1,0
6.90775537490845,10,17,289,0,0,0,1,0
6.5806393623352,16,6,36,0,0,0,1,0
6.66568374633789,12,9,81,0,0,0,1,0
6.30261898040771,12,16,256,0,0,0,1,0
6.71901321411133,12,7,49,0,0,0,1,0
5.06890439987183,12,7,49,0,0,0,1,0
6.55108022689819,10,11,121,0,0,0,1,0
6.5806393623352,13,9,81,0,0,0,1,0
5.71702766418457,12,6,36,0,0,0,1,0
6.31535816192627,16,3,9,0,0,1,1,0
6.29526615142822,14,6,36,0,1,1,1,0
6.2324481010437,16,2,4,0,0,0,1,0
5.95324325561523,16,2,4,0,0,0,1,0
7.2737865447998,12,14,196,0,0,1,0,1
6.77878475189209,16,10,100,0,0,1,0,1
6.90775537490845,13,5,25,0,0,1,0,1
6.76041460037231,12,10,100,0,0,0,0,1
6.60665035247803,12,9,81,0,0,0,0,1
6.7900972366333,12,16,256,0,0,0,0,1
6.12686920166016,15,8,64,0,0,1,0,1
6.10924768447876,12,16,256,0,0,1,1,0
6.55108022689819,12,16,256,0,0,1,1,0
6.61204099655151,14,13,169,0,0,1,1,0
6.7900972366333,16,10,100,0,0,1,1,0
6.53958606719971,18,8,64,0,0,1,1,0
6.40357398986816,18,9,81,0,0,0,1,0
6.43775177001953,18,6,36,0,0,1,1,0
6.6147255897522,14,13,169,0,0,1,1,0
6.58755016326904,18,9,81,0,0,1,1,0
6.32793664932251,12,12,144,0,0,1,1,0
6.04973363876343,12,8,64,0,0,0,1,0
5.99146461486816,12,8,64,0,0,0,1,0
5.52146100997925,14,6,36,0,0,1,1,0
6.47079944610596,13,7,49,0,0,1,1,0
6.39359092712402,12,6,36,0,0,1,1,0
6.90775537490845,12,9,81,0,0,1,1,0
6.26909637451172,12,10,100,0,0,0,1,1
6.17586708068848,12,8,64,0,0,0,1,1
